chrom	start	end	atac_is_dynamic
chrII	8270139	8270324	dynamic
chrII	8276147	8276282	dynamic
chrII	8283322	8283428	constitutive
chrII	8285901	8285983	dynamic
chrII	8286091	8286221	dynamic
chrII	8296167	8296335	dynamic
chrII	8297297	8297418	dynamic
chrII	8297829	8298026	dynamic
chrII	8313027	8313172	dynamic
chrII	8313740	8313897	constitutive
chrII	8318694	8318821	dynamic
chrII	8325250	8325356	dynamic
chrII	8326624	8326749	dynamic
chrII	8329030	8329164	dynamic
chrII	8329625	8329745	dynamic
chrII	8338215	8338399	dynamic
chrII	8338840	8338990	dynamic
chrII	8339861	8340027	dynamic
chrII	8341913	8342044	dynamic
chrII	8344923	8345055	dynamic
chrII	8345677	8346070	dynamic
chrII	8353397	8353542	dynamic
chrII	8354308	8354484	dynamic
chrII	8354821	8354938	constitutive
chrII	8356133	8356286	dynamic
chrII	8358011	8358118	dynamic
chrII	8359400	8359582	dynamic
chrII	8374345	8374475	dynamic
chrII	8377565	8377706	dynamic
chrII	8378342	8378511	constitutive
chrII	8380214	8380430	dynamic
chrII	8382958	8383134	dynamic
chrII	8384407	8384551	dynamic
chrII	8385656	8385777	dynamic
chrII	8386905	8387121	dynamic
chrII	8387943	8388069	dynamic
chrII	8388180	8388377	dynamic
chrII	8390907	8391036	constitutive
chrII	8393293	8393466	dynamic
chrII	8394230	8394358	constitutive
chrII	8404450	8404571	dynamic
chrII	8404986	8405175	dynamic
chrII	8410093	8410190	dynamic
chrII	8410357	8410527	dynamic
chrII	8411060	8411226	dynamic
chrII	8411472	8411581	dynamic
chrII	8412120	8412360	dynamic
chrII	8412940	8413189	dynamic
chrII	8413706	8413917	dynamic
chrII	8415091	8415265	dynamic
chrII	8415498	8415630	dynamic
chrII	8415746	8415908	dynamic
chrII	8416257	8416383	dynamic
chrII	8417488	8417632	dynamic
chrII	8418025	8418138	dynamic
chrII	8429030	8429135	dynamic
chrII	8429214	8429347	dynamic
chrII	8429598	8429758	dynamic
chrII	8432955	8433057	dynamic
chrII	8433140	8433245	dynamic
chrII	8438234	8438372	dynamic
chrII	8438951	8439092	dynamic
chrII	8440108	8440385	constitutive
chrII	8440814	8441043	dynamic
chrII	8441585	8441715	dynamic
chrII	8442178	8442265	dynamic
chrII	8442303	8442419	dynamic
chrII	8446869	8447008	dynamic
chrII	8449765	8450015	dynamic
chrII	8450731	8450887	constitutive
chrII	8451497	8451660	constitutive
chrII	8456706	8456847	dynamic
chrII	8457084	8457196	dynamic
chrII	8457505	8457637	constitutive
chrII	8459811	8459937	dynamic
chrII	8460678	8460822	dynamic
chrII	8464640	8464742	dynamic
chrII	8481199	8481326	dynamic
chrII	8481795	8481915	dynamic
chrII	8483284	8483412	dynamic
chrII	8483841	8483988	constitutive
chrII	8484570	8484690	dynamic
chrII	8485659	8485810	dynamic
chrII	8496262	8496420	constitutive
chrII	8498242	8498381	dynamic
chrII	8498998	8499305	dynamic
chrII	8503595	8503857	dynamic
chrII	8504392	8504672	dynamic
chrII	8505640	8505783	constitutive
chrII	8506814	8506939	dynamic
chrII	8509047	8509164	dynamic
chrII	8511414	8511630	constitutive
chrII	8512960	8513096	constitutive
chrII	8513735	8513869	constitutive
chrII	8514728	8514932	dynamic
chrII	8515562	8515715	dynamic
chrII	8516847	8516955	dynamic
chrII	8525435	8525536	dynamic
chrII	8528669	8528871	dynamic
chrII	8529229	8529312	constitutive
chrII	8529380	8529504	constitutive
chrII	8530022	8530254	dynamic
chrII	8531282	8531538	constitutive
chrII	8532034	8532197	dynamic
chrII	8532851	8533002	dynamic
chrII	8538988	8539143	dynamic
chrII	8547040	8547218	constitutive
chrII	8560750	8560933	dynamic
chrII	8561336	8561482	dynamic
chrII	8566160	8566273	constitutive
chrII	8566328	8566405	constitutive
chrII	8566929	8567112	dynamic
chrII	8568921	8569148	dynamic
chrII	8569405	8569514	constitutive
chrII	8569870	8570020	dynamic
chrII	8570401	8570607	dynamic
chrII	8570758	8570908	dynamic
chrII	8571079	8571243	dynamic
chrII	8572903	8573072	dynamic
chrII	8575067	8575192	dynamic
chrII	8575401	8575528	dynamic
chrII	8577359	8577581	dynamic
chrII	8577748	8577919	dynamic
chrII	8578797	8578936	dynamic
chrII	8581585	8581722	constitutive
chrII	8585104	8585221	dynamic
chrII	8585370	8585506	constitutive
chrII	8586669	8586806	constitutive
chrII	8587883	8588019	dynamic
chrII	8588467	8588618	dynamic
chrII	8589301	8589477	dynamic
chrII	8593949	8594113	dynamic
chrII	8599310	8599445	dynamic
chrII	8602424	8602533	dynamic
chrII	8602768	8602921	dynamic
chrII	8603100	8603263	dynamic
chrII	8603642	8603775	dynamic
chrII	8622164	8622279	constitutive
chrII	8624451	8624594	constitutive
chrII	8625208	8625421	dynamic
chrII	8625669	8625803	dynamic
chrII	8630085	8630297	dynamic
chrII	8631904	8632072	dynamic
chrII	8637733	8637850	dynamic
chrII	8638204	8638328	constitutive
chrII	8638544	8638722	dynamic
chrII	8638898	8639050	constitutive
chrII	8639438	8639605	dynamic
chrII	8639770	8639929	constitutive
chrII	8640564	8640699	dynamic
chrII	8641193	8641361	constitutive
chrII	8642560	8642795	dynamic
chrII	8643608	8643817	constitutive
chrII	8645040	8645196	constitutive
chrII	8645449	8645569	dynamic
chrII	8646802	8646967	dynamic
chrII	8649283	8649440	dynamic
chrII	8650300	8650464	dynamic
chrII	8650739	8650872	constitutive
chrII	8658840	8659036	dynamic
chrII	8661644	8661759	dynamic
chrII	8670928	8671036	dynamic
chrII	8675563	8675715	constitutive
chrII	8675982	8676179	constitutive
chrII	8676452	8676593	constitutive
chrII	8676838	8677024	dynamic
chrII	8678371	8678515	constitutive
chrII	8679491	8679619	dynamic
chrII	8679866	8680004	dynamic
chrII	8683715	8683840	dynamic
chrII	8684038	8684133	dynamic
chrII	8684316	8684455	dynamic
chrII	8684927	8685053	dynamic
chrII	8701177	8701273	dynamic
chrII	8701433	8701551	constitutive
chrII	8701607	8701723	constitutive
chrII	8701992	8702147	dynamic
chrII	8702193	8702318	dynamic
chrII	8703068	8703196	constitutive
chrII	8704510	8704633	dynamic
chrII	8707056	8707261	dynamic
chrII	8715194	8715570	dynamic
chrII	8716456	8716557	dynamic
chrII	8717690	8717838	constitutive
chrII	8718159	8718272	dynamic
chrII	8720348	8720513	constitutive
chrII	8720888	8721173	dynamic
chrII	8726939	8727203	constitutive
chrII	8728170	8728304	constitutive
chrII	8730266	8730386	dynamic
chrII	8730565	8730689	dynamic
chrII	8731055	8731227	dynamic
chrII	8731822	8732031	dynamic
chrII	8732675	8732847	dynamic
chrII	8739058	8739218	dynamic
chrII	8739744	8739905	dynamic
chrII	8740370	8740661	dynamic
chrII	8741328	8741538	dynamic
chrII	8741963	8742147	dynamic
chrII	8742373	8742606	dynamic
chrII	8743041	8743141	dynamic
chrII	8743442	8743694	dynamic
chrII	8744492	8744674	dynamic
chrII	8744814	8744984	dynamic
chrII	8745829	8746083	dynamic
chrII	8746548	8746692	constitutive
chrII	8747217	8747404	dynamic
chrII	8748018	8748236	dynamic
chrII	8748765	8748907	dynamic
chrII	8749081	8749280	dynamic
chrII	8750168	8750408	constitutive
chrII	8750956	8751109	dynamic
chrII	8751195	8751406	dynamic
chrII	8755830	8756117	dynamic
chrII	8761825	8761943	dynamic
chrII	8765105	8765281	dynamic
chrII	8766116	8766261	dynamic
chrII	8766293	8766387	dynamic
chrII	8769080	8769275	dynamic
chrII	8769508	8769651	dynamic
chrII	8769976	8770195	dynamic
chrII	8783561	8783704	dynamic
chrII	8784502	8784695	dynamic
chrII	8785993	8786130	dynamic
chrII	8787443	8787590	dynamic
chrII	8790247	8790391	dynamic
chrII	8796441	8796607	dynamic
chrII	8799759	8799904	constitutive
chrII	8806932	8807059	dynamic
chrII	8809255	8809429	constitutive
chrII	8811121	8811224	dynamic
chrII	8813648	8813905	dynamic
chrII	8814263	8814428	dynamic
chrII	8818330	8818507	dynamic
chrII	8818847	8819054	dynamic
chrII	8819353	8819497	dynamic
chrII	8819775	8819944	dynamic
chrII	8820195	8820342	constitutive
chrII	8820581	8820732	dynamic
chrII	8821178	8821417	dynamic
chrII	8822235	8822379	dynamic
chrII	8822751	8822899	dynamic
chrII	8823204	8823384	dynamic
chrII	8829993	8830163	dynamic
chrII	8830938	8831123	dynamic
chrII	8831438	8831593	constitutive
chrII	8833241	8833423	dynamic
chrII	8841001	8841129	dynamic
chrII	8844459	8844567	dynamic
chrII	8844785	8844945	dynamic
chrII	8846021	8846201	dynamic
chrII	8846682	8846805	dynamic
chrII	8852158	8852358	dynamic
chrII	8853966	8854170	dynamic
chrII	8856578	8856786	dynamic
chrII	8857958	8858106	dynamic
chrII	8866924	8867068	dynamic
chrII	8872652	8872804	dynamic
chrII	8873598	8873749	dynamic
chrII	8874318	8874456	constitutive
chrII	8877303	8877402	dynamic
chrII	8877492	8877742	dynamic
chrII	8884331	8884442	dynamic
chrII	8884631	8884773	dynamic
chrII	8884887	8885055	constitutive
chrII	8889720	8889924	dynamic
chrII	8890104	8890206	dynamic
chrII	8890484	8890614	dynamic
chrII	8890639	8890859	dynamic
chrII	8891038	8891212	dynamic
chrII	8891517	8891827	constitutive
chrII	8893180	8893397	dynamic
chrII	8895489	8895628	dynamic
chrII	8895926	8896073	dynamic
chrII	8896552	8896671	dynamic
chrII	8897223	8897389	dynamic
chrII	8897777	8898010	dynamic
chrII	8898585	8898769	dynamic
chrII	8898994	8899101	dynamic
chrII	8899462	8899595	dynamic
chrII	8900224	8900301	dynamic
chrII	8900852	8900976	dynamic
chrII	8901081	8901198	dynamic
chrII	8901311	8901463	dynamic
chrII	8901726	8901849	dynamic
chrII	8902087	8902191	dynamic
chrII	8902436	8902686	dynamic
chrII	8902818	8902970	dynamic
chrII	8903232	8903412	dynamic
chrII	8907711	8908007	dynamic
chrII	8910111	8910275	constitutive
chrII	8912211	8912355	constitutive
chrII	8917795	8918020	dynamic
chrII	8920328	8920511	dynamic
chrII	8920881	8921128	constitutive
chrII	8922035	8922178	dynamic
chrII	8923288	8923412	dynamic
chrII	8926497	8926651	dynamic
chrII	8927302	8927419	constitutive
chrII	8930944	8931164	dynamic
chrII	8931440	8931579	dynamic
chrII	8931786	8931930	dynamic
chrII	8933774	8933911	dynamic
chrII	8934160	8934309	constitutive
chrII	8940656	8940762	dynamic
chrII	8945511	8945677	dynamic
chrII	8947583	8947711	dynamic
chrII	8948037	8948183	constitutive
chrII	8948783	8949034	dynamic
chrII	8950036	8950176	constitutive
chrII	8951175	8951446	dynamic
chrII	8952683	8952853	dynamic
chrII	8955688	8955850	constitutive
chrII	8956061	8956246	dynamic
chrII	8959180	8959410	dynamic
chrII	8959840	8959992	dynamic
chrII	8961523	8961684	dynamic
chrII	8962264	8962403	dynamic
chrII	8964914	8965026	constitutive
chrII	8969314	8969431	constitutive
chrII	8969571	8969676	dynamic
chrII	8969882	8970022	dynamic
chrII	8973744	8973847	dynamic
chrII	8982107	8982252	dynamic
chrII	8985540	8985702	dynamic
chrII	8989583	8989715	dynamic
chrII	8990341	8990507	dynamic
chrII	8991642	8991809	dynamic
chrII	8992505	8992614	dynamic
chrII	8992851	8992959	dynamic
chrII	8997541	8997648	dynamic
chrII	8998352	8998513	dynamic
chrII	9002325	9002459	constitutive
chrII	9005057	9005212	dynamic
chrII	9008359	9008522	constitutive
chrII	9010635	9010803	dynamic
chrII	9011677	9011858	dynamic
chrII	9013363	9013567	dynamic
chrII	9014270	9014476	constitutive
chrII	9014961	9015093	dynamic
chrII	9015220	9015360	dynamic
chrII	9019780	9019906	dynamic
chrII	9020771	9020926	dynamic
chrII	9021827	9021977	dynamic
chrII	9023320	9023463	dynamic
chrII	9025523	9025665	dynamic
chrII	9025793	9025921	dynamic
chrII	9026491	9026719	dynamic
chrII	9028145	9028368	constitutive
chrII	9028584	9028752	dynamic
chrII	9029515	9029666	constitutive
chrII	9030657	9030798	constitutive
chrII	9031997	9032148	dynamic
chrII	9033091	9033298	dynamic
chrII	9038748	9038869	constitutive
chrII	9039011	9039141	constitutive
chrII	9042124	9042271	constitutive
chrII	9052948	9053096	dynamic
chrII	9053785	9053931	dynamic
chrII	9054154	9054338	constitutive
chrII	9054684	9054795	dynamic
chrII	9056242	9056366	dynamic
chrII	9056696	9056869	dynamic
chrII	9057347	9057455	constitutive
chrII	9057710	9057851	dynamic
chrII	9058129	9058276	dynamic
chrII	9059113	9059255	dynamic
chrII	9059857	9060012	constitutive
chrII	9060335	9060655	dynamic
chrII	9060928	9061047	dynamic
chrII	9061195	9061309	dynamic
chrII	9061598	9061740	dynamic
chrII	9061919	9062066	dynamic
chrII	9062400	9062528	dynamic
chrII	9063010	9063167	constitutive
chrII	9063402	9063574	dynamic
chrII	9064393	9064634	dynamic
chrII	9065020	9065335	dynamic
chrII	9065505	9065728	dynamic
chrII	9066122	9066271	dynamic
chrII	9067366	9067511	dynamic
chrII	9067899	9068011	constitutive
chrII	9071467	9071628	dynamic
chrII	9071833	9072010	constitutive
chrII	9072488	9072692	dynamic
chrII	9072840	9072953	dynamic
chrII	9073311	9073544	constitutive
chrII	9074339	9074478	dynamic
chrII	9075043	9075212	dynamic
chrII	9076165	9076305	dynamic
chrII	9076548	9076682	constitutive
chrII	9077520	9077650	dynamic
chrII	9078360	9078536	dynamic
chrII	9082115	9082284	dynamic
chrII	9086203	9086310	dynamic
chrII	9088338	9088512	dynamic
chrII	9088686	9088898	dynamic
chrII	9089523	9089745	dynamic
chrII	9093005	9093149	dynamic
chrII	9094458	9094594	dynamic
chrII	9099088	9099193	constitutive
chrII	9102700	9102822	dynamic
chrII	9103050	9103219	dynamic
chrII	9107458	9107628	constitutive
chrII	9108525	9108640	dynamic
chrII	9109001	9109080	dynamic
chrII	9109233	9109388	dynamic
chrII	9111539	9111699	dynamic
chrII	9112950	9113130	dynamic
chrII	9113808	9113991	dynamic
chrII	9114377	9114506	dynamic
chrII	9116461	9116647	dynamic
chrII	9118238	9118399	dynamic
chrII	9124417	9124580	dynamic
chrII	9125215	9125398	dynamic
chrII	9127057	9127238	dynamic
chrII	9128149	9128320	dynamic
chrII	9129182	9129327	dynamic
chrII	9130401	9130558	dynamic
chrII	9142450	9142572	dynamic
chrII	9148183	9148322	constitutive
chrII	9154400	9154527	constitutive
chrII	9155140	9155307	dynamic
chrII	9156341	9156542	dynamic
chrII	9157183	9157350	dynamic
chrII	9158107	9158292	dynamic
chrII	9160238	9160464	dynamic
chrII	9161163	9161279	constitutive
chrII	9161468	9161632	dynamic
chrII	9166063	9166229	dynamic
chrII	9169534	9169646	dynamic
chrII	9169918	9170160	constitutive
chrII	9177185	9177294	dynamic
chrII	9178603	9178718	constitutive
chrII	9179944	9180126	dynamic
chrII	9181221	9181358	dynamic
chrII	9182311	9182507	dynamic
chrII	9183160	9183375	dynamic
chrII	9183812	9183998	dynamic
chrII	9185939	9186105	dynamic
chrII	9186371	9186529	dynamic
chrII	9187452	9187617	dynamic
chrII	9188287	9188421	dynamic
chrII	9189716	9189853	dynamic
chrII	9190649	9190821	dynamic
chrII	9195756	9195924	dynamic
chrII	9196335	9196503	dynamic
chrII	9198161	9198298	dynamic
chrII	9202298	9202440	dynamic
chrII	9208240	9208423	dynamic
chrII	9208817	9208994	dynamic
chrII	9211773	9211894	dynamic
chrII	9213124	9213239	dynamic
chrII	9213596	9213794	dynamic
chrII	9214552	9214666	constitutive
chrII	9222901	9223011	constitutive
chrII	9227173	9227328	dynamic
chrII	9229556	9229751	constitutive
chrII	9230707	9230837	dynamic
chrII	9231305	9231444	dynamic
chrII	9232595	9232807	dynamic
chrII	9233780	9233971	dynamic
chrII	9237759	9237992	dynamic
chrII	9241723	9241904	constitutive
chrII	9242890	9243000	dynamic
chrII	9258122	9258268	dynamic
chrII	9260077	9260258	dynamic
chrII	9260643	9260838	dynamic
chrII	9261474	9261736	dynamic
chrII	9262084	9262267	dynamic
chrII	9262384	9262491	dynamic
chrII	9262954	9263291	dynamic
chrII	9263813	9264001	dynamic
chrII	9264131	9264213	constitutive
chrII	9264917	9265137	dynamic
chrII	9265537	9265645	dynamic
chrII	9266280	9266463	dynamic
chrII	9268999	9269242	dynamic
chrII	9273419	9273569	constitutive
chrII	9274043	9274194	constitutive
chrII	9280401	9280580	dynamic
chrII	9280916	9281086	dynamic
chrII	9281680	9281852	dynamic
chrII	9282795	9283057	dynamic
chrII	9283630	9283857	dynamic
chrII	9284089	9284224	dynamic
chrII	9284498	9284695	dynamic
chrII	9284930	9285107	constitutive
chrII	9285319	9285424	dynamic
chrII	9285745	9285892	dynamic
chrII	9286430	9286549	dynamic
chrII	9290984	9291168	constitutive
chrII	9291688	9291827	dynamic
chrII	9298695	9298903	dynamic
chrII	9299702	9299866	dynamic
chrII	9300128	9300336	dynamic
chrII	9301126	9301264	dynamic
chrII	9301427	9301550	dynamic
chrII	9302647	9302761	dynamic
chrII	9303679	9303845	dynamic
chrII	9304865	9304991	dynamic
chrII	9305587	9305736	dynamic
chrII	9306391	9306571	dynamic
chrII	9306912	9307187	dynamic
chrII	9307447	9307594	dynamic
chrII	9308680	9308882	dynamic
chrII	9311797	9311941	dynamic
chrII	9312387	9312677	dynamic
chrII	9313287	9313496	dynamic
chrII	9314260	9314391	dynamic
chrII	9315774	9315927	dynamic
chrII	9316165	9316285	dynamic
chrII	9316843	9316992	dynamic
chrII	9319142	9319243	dynamic
chrII	9319490	9319592	constitutive
chrII	9323019	9323123	dynamic
chrII	9324982	9325109	constitutive
chrII	9325569	9325755	dynamic
chrII	9333144	9333261	dynamic
chrII	9336731	9336854	dynamic
chrII	9342303	9342589	dynamic
chrII	9343291	9343422	dynamic
chrII	9344022	9344272	dynamic
chrII	9344600	9344778	constitutive
chrII	9345123	9345383	dynamic
chrII	9345819	9346000	dynamic
chrII	9350960	9351176	constitutive
chrII	9352733	9352836	dynamic
chrII	9354580	9354785	dynamic
chrII	9354982	9355112	dynamic
chrII	9355373	9355517	dynamic
chrII	9355732	9355874	dynamic
chrII	9356116	9356368	dynamic
chrII	9356761	9356962	dynamic
chrII	9357480	9357621	dynamic
chrII	9359298	9359509	dynamic
chrII	9366913	9367069	constitutive
chrII	9369144	9369310	constitutive
chrII	9373435	9373550	dynamic
chrII	9377091	9377197	dynamic
chrII	9378282	9378389	dynamic
chrII	9393488	9393653	constitutive
chrII	9404764	9404865	dynamic
chrII	9405123	9405223	dynamic
chrII	9412114	9412343	dynamic
chrII	9416731	9416835	constitutive
chrII	9416912	9416998	dynamic
chrII	9418419	9418562	dynamic
chrII	9419221	9419385	dynamic
chrII	9419536	9419679	constitutive
chrII	9420007	9420132	dynamic
chrII	9427710	9427897	dynamic
chrII	9429472	9429623	dynamic
chrII	9430280	9430437	dynamic
chrII	9433561	9433701	dynamic
chrII	9438202	9438364	constitutive
chrII	9468487	9468615	dynamic
chrII	9480447	9480661	dynamic
chrII	9481483	9481633	dynamic
chrII	9482471	9482614	dynamic
chrII	9483354	9483590	constitutive
chrII	9483838	9483960	dynamic
chrII	9485405	9485552	dynamic
chrII	9487565	9487727	dynamic
chrII	9488792	9489032	dynamic
chrII	9489658	9489814	constitutive
chrII	9490634	9490799	constitutive
chrII	9491037	9491213	dynamic
chrII	9491660	9491795	dynamic
chrII	9493218	9493425	dynamic
chrII	9493502	9493833	constitutive
chrII	9494862	9494990	dynamic
chrII	9497272	9497492	constitutive
chrII	9498599	9498780	dynamic
chrII	9500919	9501150	dynamic
chrII	9501278	9501393	constitutive
chrII	9502005	9502252	dynamic
chrII	9523610	9523742	dynamic
chrII	9553606	9553762	dynamic
chrII	9554047	9554162	dynamic
chrII	9554952	9555109	dynamic
chrII	9557494	9557600	dynamic
chrII	9560936	9561119	dynamic
chrII	9561995	9562170	constitutive
chrII	9564017	9564191	constitutive
chrII	9564929	9565113	dynamic
chrII	9565220	9565353	dynamic
chrII	9566106	9566224	dynamic
chrII	9566661	9566859	dynamic
chrII	9570097	9570241	dynamic
chrII	9571176	9571316	dynamic
chrII	9572178	9572309	dynamic
chrII	9572613	9572724	dynamic
chrII	9572996	9573141	constitutive
chrII	9573503	9573669	dynamic
chrII	9574473	9574657	dynamic
chrII	9575958	9576130	dynamic
chrII	9576787	9576991	dynamic
chrII	9577666	9577817	dynamic
chrII	9586875	9587012	dynamic
chrII	9591167	9591275	dynamic
chrII	9600083	9600219	dynamic
chrII	9600419	9600563	dynamic
chrII	9601124	9601306	dynamic
chrII	9601722	9601855	dynamic
chrII	9602095	9602247	dynamic
chrII	9602619	9602747	dynamic
chrII	9603443	9603613	dynamic
chrII	9604165	9604326	dynamic
chrII	9604723	9604854	constitutive
chrII	9605443	9605600	dynamic
chrII	9605999	9606166	dynamic
chrII	9606718	9606887	dynamic
chrII	9607210	9607331	dynamic
chrII	9617139	9617252	dynamic
chrII	9617734	9617854	constitutive
chrII	9618880	9618989	dynamic
chrII	9619380	9619599	dynamic
chrII	9620216	9620375	constitutive
chrII	9620594	9620730	dynamic
chrII	9621153	9621380	dynamic
chrII	9621612	9621748	constitutive
chrII	9621902	9622049	dynamic
chrII	9622195	9622313	dynamic
chrII	9622667	9622808	dynamic
chrII	9624070	9624273	constitutive
chrII	9624407	9624500	dynamic
chrII	9631551	9631734	dynamic
chrII	9633967	9634136	dynamic
chrII	9634648	9634790	dynamic
chrII	9644537	9644692	dynamic
chrII	9644994	9645141	dynamic
chrII	9645283	9645439	dynamic
chrII	9645765	9645859	dynamic
chrII	9646129	9646330	dynamic
chrII	9646826	9646947	dynamic
chrII	9647198	9647309	constitutive
chrII	9647540	9647648	dynamic
chrII	9653863	9653976	constitutive
chrII	9655818	9656009	dynamic
chrII	9656308	9656456	dynamic
chrII	9660417	9660539	dynamic
chrII	9662890	9663009	constitutive
chrII	9666648	9666780	dynamic
chrII	9667444	9667551	dynamic
chrII	9669034	9669146	dynamic
chrII	9673479	9673569	constitutive
chrII	9677525	9677654	dynamic
chrII	9679937	9680068	dynamic
chrII	9683715	9683919	dynamic
chrII	9686760	9686891	dynamic
chrII	9686984	9687089	constitutive
chrII	9706286	9706389	dynamic
chrII	9711798	9711919	dynamic
chrII	9713183	9713313	dynamic
chrII	9713501	9713622	dynamic
chrII	9716723	9716838	constitutive
chrII	9718708	9718819	dynamic
chrII	9720686	9720888	dynamic
chrII	9721473	9721618	dynamic
chrII	9724573	9724755	dynamic
chrII	9727197	9727400	dynamic
chrII	9729181	9729398	dynamic
chrII	9729896	9730075	dynamic
chrII	9730521	9730686	dynamic
chrII	9731879	9732046	dynamic
chrII	9737545	9737738	dynamic
chrII	9738432	9738620	dynamic
chrII	9738918	9739106	dynamic
chrII	9740661	9740824	dynamic
chrII	9741482	9741638	dynamic
chrII	9741944	9742130	dynamic
chrII	9746156	9746268	constitutive
chrII	9750227	9750335	constitutive
chrII	9752333	9752479	constitutive
chrII	9753126	9753272	dynamic
chrII	9757727	9757952	dynamic
chrII	9760522	9760654	dynamic
chrII	9764700	9764834	dynamic
chrII	9770201	9770334	constitutive
chrII	9773108	9773259	dynamic
chrII	9773516	9773635	constitutive
chrII	9774270	9774504	dynamic
chrII	9774766	9774912	constitutive
chrII	9781911	9782045	dynamic
chrII	9787405	9787635	dynamic
chrII	9787846	9787965	dynamic
chrII	9791263	9791410	dynamic
chrII	9797731	9797889	dynamic
chrII	9800333	9800498	dynamic
chrII	9802719	9802837	dynamic
chrII	9807606	9807760	dynamic
chrII	9828608	9828915	dynamic
chrII	9838076	9838216	dynamic
chrII	9838537	9838680	dynamic
chrII	9840455	9840613	dynamic
chrII	9841805	9841986	dynamic
chrII	9842212	9842329	dynamic
chrII	9874799	9874975	dynamic
chrII	9878151	9878292	dynamic
chrII	9878529	9878675	constitutive
chrII	9879821	9879967	dynamic
chrII	9880917	9881056	dynamic
chrII	9890885	9891011	constitutive
chrII	9891348	9891520	dynamic
chrII	9891819	9892033	dynamic
chrII	9892504	9892607	dynamic
chrII	9901735	9901948	dynamic
chrII	9921680	9921803	constitutive
chrII	9924267	9924368	dynamic
chrII	9931057	9931185	constitutive
chrII	9931487	9931667	dynamic
chrII	9933573	9933725	dynamic
chrII	9933922	9934257	dynamic
chrII	9934551	9934802	dynamic
chrII	9935060	9935245	dynamic
chrII	9936936	9937080	dynamic
chrII	9937648	9937897	dynamic
chrII	9938896	9939038	dynamic
chrII	9940508	9940616	constitutive
chrII	9949636	9949882	dynamic
chrII	9952566	9952717	dynamic
chrII	9954388	9954503	constitutive
chrII	9960031	9960161	dynamic
chrII	9963796	9963912	dynamic
chrII	9964111	9964294	dynamic
chrII	9964652	9964855	dynamic
chrII	9965104	9965260	dynamic
chrII	9965848	9966012	dynamic
chrII	9967582	9967695	dynamic
chrII	9967844	9967967	dynamic
chrII	9968405	9968510	constitutive
chrII	9970802	9970913	dynamic
chrII	9974260	9974404	dynamic
chrII	9974693	9974786	dynamic
chrII	9975007	9975180	dynamic
chrII	9975514	9975657	constitutive
chrII	9980333	9980468	dynamic
chrII	9984874	9985124	dynamic
chrII	9986076	9986221	dynamic
chrII	9986671	9986854	dynamic
chrII	9987248	9987395	dynamic
chrII	9988679	9988800	dynamic
chrII	9989623	9989797	dynamic
chrII	9990187	9990345	dynamic
chrII	9993486	9993610	dynamic
chrII	9994529	9994650	dynamic
chrII	9994784	9994918	dynamic
chrII	10001137	10001349	dynamic
chrII	10010982	10011154	dynamic
chrII	10011510	10011650	dynamic
chrII	10011830	10011953	dynamic
chrII	10012404	10012514	dynamic
chrII	10012627	10012775	dynamic
chrII	10015943	10016115	dynamic
chrII	10016241	10016377	dynamic
chrII	10017123	10017328	constitutive
chrII	10017606	10017739	dynamic
chrII	10019658	10019819	dynamic
chrII	10025042	10025209	dynamic
chrII	10025868	10026106	dynamic
chrII	10028271	10028408	dynamic
chrII	10029160	10029324	dynamic
chrII	10033566	10033690	constitutive
chrII	10034857	10034979	constitutive
chrII	10035217	10035355	constitutive
chrII	10039311	10039441	dynamic
chrII	10039866	10040017	dynamic
chrII	10040355	10040484	dynamic
chrII	10044637	10044795	dynamic
chrII	10045094	10045216	dynamic
chrII	10045765	10045909	constitutive
chrII	10064913	10065158	dynamic
chrII	10065553	10065741	dynamic
chrII	10066660	10066843	dynamic
chrII	10070425	10070559	dynamic
chrII	10071008	10071239	dynamic
chrII	10071698	10071886	dynamic
chrII	10073473	10073664	dynamic
chrII	10074029	10074200	constitutive
chrII	10074530	10074664	dynamic
chrII	10074825	10075001	dynamic
chrII	10075728	10075971	dynamic
chrII	10076052	10076217	dynamic
chrII	10077187	10077386	dynamic
chrII	10078921	10079088	dynamic
chrII	10079700	10079815	dynamic
chrII	10081200	10081313	constitutive
chrII	10083881	10084047	constitutive
chrII	10085956	10086088	constitutive
chrII	10087039	10087157	dynamic
chrII	10094263	10094402	dynamic
chrII	10094804	10094929	constitutive
chrII	10095293	10095432	dynamic
chrII	10099999	10100105	constitutive
chrII	10105854	10105980	constitutive
chrII	10134365	10134495	dynamic
chrII	10136596	10136998	dynamic
chrII	10144034	10144312	dynamic
chrII	10146528	10146672	dynamic
chrII	10151265	10151410	dynamic
chrII	10161031	10161192	dynamic
chrII	10161965	10162094	dynamic
chrII	10162855	10163032	dynamic
chrII	10163634	10163733	dynamic
chrII	10163927	10164041	dynamic
chrII	10164347	10164574	dynamic
chrII	10166359	10166552	dynamic
chrII	10167768	10167921	dynamic
chrII	10169027	10169135	dynamic
chrII	10169241	10169325	dynamic
chrII	10169475	10169631	dynamic
chrII	10170893	10171125	dynamic
chrII	10171918	10172055	dynamic
chrII	10172513	10172623	constitutive
chrII	10173825	10173985	constitutive
chrII	10174401	10174521	constitutive
chrII	10174857	10175019	constitutive
chrII	10197178	10197302	dynamic
chrII	10200820	10200921	dynamic
chrII	10201460	10201689	constitutive
chrII	10202361	10202509	dynamic
