chrom_ce10	start_ce10	end_ce10	devel_is_dynamic	ageing_is_dynamic	devel_cluster_label	ageing_cluster_label
chrII	1203664	1203815	True	False	.	.
chrII	1205142	1205293	False	False	.	.
chrII	1207656	1207807	True	False	.	.
chrII	1208749	1208900	True	False	.	.
chrII	1211848	1211999	True	False	.	.
chrII	1213976	1214127	True	False	.	.
chrII	1214732	1214883	True	False	.	.
chrII	1216334	1216485	True	False	Mix6	stable
chrII	1217289	1217440	True	False	.	.
chrII	1220682	1220833	True	False	.	.
chrII	1223597	1223748	False	False	.	.
chrII	1224012	1224163	False	False	stable	stable
chrII	1229279	1229430	False	False	.	.
chrII	1233118	1233269	True	False	.	.
chrII	1233724	1233875	True	False	.	.
chrII	1234237	1234388	True	False	.	.
chrII	1234590	1234741	True	False	.	.
chrII	1234990	1235141	True	False	.	.
chrII	1235800	1235951	True	False	.	.
chrII	1236120	1236271	True	False	.	.
chrII	1236597	1236748	False	False	stable	stable
chrII	1237338	1237489	True	False	.	.
chrII	1237994	1238145	True	False	Mix3	stable
chrII	1238959	1239110	True	False	.	.
chrII	1239744	1239895	True	False	.	.
chrII	1240592	1240743	True	False	.	.
chrII	1241437	1241588	True	False	.	.
chrII	1241758	1241909	True	False	.	.
chrII	1242056	1242207	True	False	.	.
chrII	1242636	1242787	True	False	.	.
chrII	1243469	1243620	True	False	.	.
chrII	1243890	1244041	True	False	.	.
chrII	1244605	1244756	True	True	.	.
chrII	1245591	1245742	True	True	.	.
chrII	1245887	1246038	True	False	.	.
chrII	1246975	1247126	True	False	Mix2	stable
chrII	1248682	1248833	True	False	.	.
chrII	1250372	1250523	True	False	.	.
chrII	1251322	1251473	False	False	.	.
chrII	1255564	1255715	True	True	.	.
chrII	1268879	1269030	True	False	.	.
chrII	1272246	1272397	False	True	stable	Mix5
chrII	1276892	1277043	True	False	Mix1	stable
chrII	1285134	1285285	True	False	.	.
chrII	1285518	1285669	True	False	G3	stable
chrII	1288026	1288177	True	True	.	.
chrII	1292225	1292376	True	False	.	.
chrII	1297441	1297592	True	False	Mix8	stable
chrII	1297844	1297995	True	False	Mix8	stable
chrII	1306404	1306555	True	False	.	.
chrII	1306667	1306818	True	False	.	.
chrII	1307834	1307985	False	False	.	.
chrII	1309073	1309224	False	False	.	.
chrII	1309418	1309569	False	False	stable	stable
chrII	1310214	1310365	False	False	stable	stable
chrII	1310543	1310694	False	False	.	.
chrII	1310899	1311050	True	False	Mix8	stable
chrII	1314593	1314744	False	True	.	.
chrII	1315385	1315536	True	False	.	.
chrII	1320547	1320698	True	False	G4	stable
chrII	1321181	1321332	True	False	.	.
chrII	1321516	1321667	True	False	.	.
chrII	1321907	1322058	False	False	.	.
chrII	1322416	1322567	False	False	.	.
chrII	1323212	1323363	False	False	.	.
chrII	1323593	1323744	True	False	.	.
chrII	1325671	1325822	True	False	.	.
chrII	1334078	1334229	True	False	.	.
chrII	1335670	1335821	False	False	stable	stable
chrII	1338317	1338468	True	False	.	.
chrII	1341664	1341815	True	False	.	.
chrII	1343924	1344075	True	True	.	.
chrII	1344807	1344958	True	False	.	.
chrII	1357344	1357495	False	False	.	.
chrII	1360470	1360621	True	True	Mix1	Mix3
chrII	1366140	1366291	True	False	.	.
chrII	1367902	1368053	True	False	.	.
chrII	1368300	1368451	False	False	.	.
chrII	1368722	1368873	True	False	.	.
chrII	1369903	1370054	False	False	.	.
chrII	1375723	1375874	True	False	Mix1	stable
chrII	1381208	1381359	True	False	.	.
chrII	1386590	1386741	True	True	I2	I+H [2]
chrII	1402290	1402441	True	False	G4	stable
chrII	1403151	1403302	False	False	stable	stable
chrII	1403840	1403991	False	False	.	.
chrII	1421576	1421727	False	False	.	.
chrII	1423781	1423932	True	False	Mix7	stable
chrII	1431759	1431910	False	False	.	.
chrII	1435662	1435813	True	False	.	.
chrII	1437682	1437833	True	False	G4	stable
chrII	1438022	1438173	True	False	G1	stable
chrII	1438557	1438708	True	False	.	.
chrII	1446993	1447144	True	False	Mix7	stable
chrII	1462141	1462292	True	False	.	.
chrII	1467331	1467482	True	True	G3	I+H [2]
chrII	1467824	1467975	False	False	.	.
chrII	1469847	1469998	True	False	.	.
chrII	1470664	1470815	False	False	.	.
chrII	1472421	1472572	False	False	.	.
chrII	1473705	1473856	True	True	Mix6	Mix3
chrII	1475476	1475627	True	False	.	.
chrII	1477423	1477574	True	False	.	.
chrII	1478077	1478228	True	True	.	.
chrII	1478670	1478821	True	False	.	.
chrII	1481817	1481968	True	False	.	.
chrII	1485892	1486043	True	True	.	.
chrII	1490095	1490246	False	False	.	.
chrII	1500464	1500615	True	False	G3	stable
chrII	1500800	1500951	True	False	G4	stable
chrII	1501237	1501388	True	False	.	.
chrII	1502041	1502192	True	False	Mix2	stable
chrII	1503772	1503923	False	False	.	.
chrII	1504084	1504235	False	False	.	.
chrII	1504354	1504505	True	False	.	.
chrII	1505092	1505243	True	False	.	.
chrII	1505449	1505600	False	False	.	.
chrII	1517435	1517586	False	True	stable	Mix1
chrII	1519944	1520095	False	False	.	.
chrII	1522729	1522880	False	False	.	.
chrII	1525482	1525633	True	False	Mix1	stable
chrII	1530349	1530500	True	False	.	.
chrII	1531768	1531919	False	False	.	.
chrII	1532806	1532957	False	False	.	.
chrII	1536138	1536289	True	True	Mix7	Mix5
chrII	1537472	1537623	True	False	Mix7	stable
chrII	1538765	1538916	True	False	Mix5	stable
chrII	1540070	1540221	False	False	.	.
chrII	1542690	1542841	True	True	.	.
chrII	1545844	1545995	True	False	.	.
chrII	1550562	1550713	True	False	Mix7	stable
chrII	1556345	1556496	True	False	Mix4	stable
chrII	1559120	1559271	True	False	Mix7	stable
chrII	1560293	1560444	True	False	.	.
chrII	1568140	1568291	True	False	Mix7	stable
chrII	1571155	1571306	True	False	Mix7	stable
chrII	1573482	1573633	True	False	.	.
chrII	1576909	1577060	True	True	Mix3	I+H [2]
chrII	1580031	1580182	True	True	I1	Mix1
chrII	1580310	1580461	True	True	.	.
chrII	1583174	1583325	True	False	.	.
chrII	1585262	1585413	True	True	.	.
chrII	1591536	1591687	True	True	.	.
chrII	1597209	1597360	True	True	.	.
chrII	1597796	1597947	True	True	I2	I+H [2]
chrII	1598283	1598434	True	False	.	.
chrII	1601672	1601823	False	False	stable	stable
chrII	1605120	1605271	True	False	.	.
chrII	1607697	1607848	False	True	.	.
chrII	1609080	1609231	False	True	.	.
chrII	1610808	1610959	False	True	stable	Mix5
chrII	1612560	1612711	False	True	.	.
chrII	1614085	1614236	False	True	stable	Mix5
chrII	1621537	1621688	False	True	.	.
chrII	1621948	1622099	False	False	stable	stable
chrII	1636118	1636269	False	True	.	.
chrII	1650120	1650271	True	False	Mix7	stable
chrII	1651582	1651733	True	False	.	.
chrII	1652214	1652365	True	False	Mix7	stable
chrII	1653484	1653635	True	False	Mix5	stable
chrII	1653865	1654016	True	False	.	.
chrII	1654899	1655050	True	False	Mix7	stable
chrII	1659452	1659603	False	False	.	.
chrII	1659879	1660030	True	False	I2	stable
chrII	1661384	1661535	False	False	stable	stable
chrII	1663041	1663192	True	False	G4	stable
chrII	1663640	1663791	True	False	G4	stable
chrII	1670358	1670509	True	False	.	.
chrII	1670640	1670791	True	False	G3	stable
chrII	1676292	1676443	True	False	Mix7	stable
chrII	1682417	1682568	True	False	Mix7	stable
chrII	1683921	1684072	True	False	Mix7	stable
chrII	1687785	1687936	True	False	Mix5	stable
chrII	1689200	1689351	True	False	Mix7	stable
chrII	1696008	1696159	True	False	Mix7	stable
chrII	1700659	1700810	True	True	.	.
chrII	1704319	1704470	True	False	.	.
chrII	1709888	1710039	True	False	.	.
chrII	1714973	1715124	True	False	Mix5	stable
chrII	1719184	1719335	True	False	Mix5	stable
chrII	1719601	1719752	True	False	.	.
chrII	1725939	1726090	True	False	Mix7	stable
chrII	1727474	1727625	True	False	.	.
chrII	1727709	1727860	True	False	.	.
chrII	1728392	1728543	True	False	I2	stable
chrII	1732076	1732227	True	False	Mix7	stable
chrII	1736494	1736645	True	False	Mix7	stable
chrII	1748157	1748308	True	False	.	.
chrII	1749343	1749494	True	False	.	.
chrII	1750622	1750773	True	False	.	.
chrII	1753031	1753182	True	False	Mix4	stable
chrII	1754430	1754581	True	False	.	.
chrII	1756128	1756279	True	False	Mix7	stable
chrII	1756730	1756881	True	False	Mix5	stable
chrII	1759711	1759862	True	False	.	.
chrII	1761714	1761865	True	False	Mix5	stable
chrII	1763210	1763361	True	True	Mix6	Mix4
chrII	1767600	1767751	True	False	I2	stable
chrII	1784424	1784575	True	False	Mix5	stable
chrII	1784997	1785148	True	False	.	.
chrII	1786292	1786443	True	False	Mix5	stable
chrII	1787400	1787551	True	False	.	.
chrII	1787844	1787995	True	False	.	.
chrII	1788117	1788268	True	False	Mix5	stable
chrII	1788980	1789131	True	False	.	.
chrII	1808304	1808455	True	False	N+M	stable
chrII	1811625	1811776	True	False	.	.
chrII	1813922	1814073	True	False	.	.
chrII	1814501	1814652	True	False	.	.
chrII	1818312	1818463	True	False	.	.
chrII	1820044	1820195	False	False	stable	stable
chrII	1820879	1821030	True	False	Mix5	stable
chrII	1821376	1821527	True	False	Mix7	stable
chrII	1823704	1823855	True	False	I2	stable
chrII	1830292	1830443	True	False	.	.
chrII	1831013	1831164	False	True	.	.
chrII	1831993	1832144	False	False	stable	stable
chrII	1836278	1836429	False	False	stable	stable
chrII	1836828	1836979	True	True	.	.
chrII	1843015	1843166	True	False	I2	stable
chrII	1848254	1848405	True	True	Mix7	I+H [1]
chrII	1850396	1850547	True	False	Mix7	stable
chrII	1850976	1851127	False	False	stable	stable
chrII	1851290	1851441	True	False	.	.
chrII	1851853	1852004	True	False	.	.
chrII	1854295	1854446	True	False	Mix7	stable
chrII	1855582	1855733	True	False	.	.
chrII	1861498	1861649	True	False	Mix7	stable
chrII	1862688	1862839	True	False	Mix7	stable
chrII	1865458	1865609	False	False	.	.
chrII	1865799	1865950	False	False	stable	stable
chrII	1869157	1869308	True	False	G3	stable
chrII	1870812	1870963	False	False	.	.
chrII	1871098	1871249	True	False	I2	stable
chrII	1875586	1875737	True	False	.	.
chrII	1878911	1879062	True	True	G4	Mix4
chrII	1880777	1880928	False	True	stable	Mix5
chrII	1882970	1883121	False	True	stable	Mix3
chrII	1892567	1892718	False	False	.	.
chrII	1897961	1898112	False	True	stable	I+H [2]
chrII	1899559	1899710	False	False	.	.
chrII	1904755	1904906	False	False	.	.
chrII	1905193	1905344	False	True	stable	Mix3
chrII	1905463	1905614	False	True	.	.
chrII	1910498	1910649	True	False	.	.
chrII	1913093	1913244	True	False	Mix8	stable
chrII	1916482	1916633	True	False	.	.
chrII	1918028	1918179	True	False	G1	stable
chrII	1921244	1921395	True	False	G1	stable
chrII	1925865	1926016	True	False	.	.
chrII	1926115	1926266	True	False	G1	stable
chrII	1927619	1927770	True	False	.	.
chrII	1930632	1930783	True	False	.	.
chrII	1939792	1939943	False	False	stable	stable
chrII	1940121	1940272	False	False	stable	stable
chrII	1943258	1943409	True	True	.	.
chrII	1948433	1948584	True	False	.	.
chrII	1948748	1948899	False	False	.	.
chrII	1949269	1949420	True	True	.	.
chrII	1986970	1987121	False	False	stable	stable
chrII	1989082	1989233	True	False	.	.
chrII	1989322	1989473	True	False	.	.
chrII	1991510	1991661	True	False	.	.
chrII	1993687	1993838	True	False	I2	stable
chrII	1995855	1996006	True	False	I2	stable
chrII	2024841	2024992	True	True	.	.
chrII	2028893	2029044	True	False	Mix8	stable
chrII	2030561	2030712	True	False	G1	stable
chrII	2032095	2032246	True	False	G1	stable
chrII	2032485	2032636	True	False	G3	stable
chrII	2033447	2033598	True	False	G1	stable
chrII	2039456	2039607	True	False	G1	stable
chrII	2039609	2039760	True	False	.	.
chrII	2041916	2042067	True	False	G1	stable
chrII	2042657	2042808	True	False	G1	stable
chrII	2044294	2044445	True	False	.	.
chrII	2045771	2045922	True	False	G1	stable
chrII	2047381	2047532	True	False	G1	stable
chrII	2047613	2047764	True	False	.	.
chrII	2049437	2049588	True	False	.	.
chrII	2051564	2051715	True	False	Mix5	stable
chrII	2059110	2059261	False	False	stable	stable
chrII	2059492	2059643	True	False	.	.
chrII	2064063	2064214	True	False	Mix7	stable
chrII	2067555	2067706	True	False	Mix7	stable
chrII	2070047	2070198	True	False	.	.
chrII	2079525	2079676	False	True	.	.
chrII	2090772	2090923	False	False	stable	stable
chrII	2092098	2092249	True	False	Mix5	stable
chrII	2093784	2093935	True	False	.	.
chrII	2095044	2095195	True	False	Mix5	stable
chrII	2099372	2099523	True	True	.	.
chrII	2099786	2099937	True	True	.	.
chrII	2104347	2104498	True	False	.	.
chrII	2122888	2123039	False	False	stable	stable
chrII	2129449	2129600	True	False	.	.
chrII	2130646	2130797	True	False	Mix5	stable
chrII	2137284	2137435	True	False	Mix5	stable
chrII	2138735	2138886	True	False	.	.
chrII	2139014	2139165	True	False	Mix5	stable
chrII	2139517	2139668	True	False	.	.
chrII	2145594	2145745	True	False	Mix5	stable
chrII	2145901	2146052	True	False	Mix5	stable
chrII	2150638	2150789	True	False	.	.
chrII	2152575	2152726	True	False	I2	stable
chrII	2152979	2153130	True	False	.	.
chrII	2156494	2156645	True	False	.	.
chrII	2168743	2168894	True	False	Mix7	stable
chrII	2176801	2176952	False	False	stable	stable
chrII	2186441	2186592	True	False	I2	stable
chrII	2194836	2194987	True	False	.	.
chrII	2195651	2195802	True	False	Mix6	stable
chrII	2196821	2196972	True	False	.	.
chrII	2197636	2197787	True	False	.	.
chrII	2198783	2198934	True	False	.	.
chrII	2204206	2204357	True	False	G4	stable
chrII	2204969	2205120	True	False	.	.
chrII	2205281	2205432	True	False	.	.
chrII	2205557	2205708	False	False	.	.
chrII	2205870	2206021	True	False	.	.
chrII	2206177	2206328	True	False	G4	stable
chrII	2206475	2206626	True	False	.	.
chrII	2217054	2217205	False	False	.	.
chrII	2218379	2218530	True	False	.	.
chrII	2220007	2220158	True	False	Mix4	stable
chrII	2221628	2221779	True	False	.	.
chrII	2223464	2223615	True	False	Mix8	stable
chrII	2227047	2227198	True	False	.	.
chrII	2232051	2232202	False	False	.	.
chrII	2232532	2232683	True	False	Mix8	stable
chrII	2253804	2253955	False	False	.	.
chrII	2274169	2274320	False	False	stable	stable
chrII	2279360	2279511	True	False	.	.
chrII	2288903	2289054	True	True	Mix1	Mix3
chrII	2289410	2289561	True	True	Mix4	Mix3
chrII	2290549	2290700	False	True	.	.
chrII	2290854	2291005	True	False	.	.
chrII	2291050	2291201	True	False	.	.
chrII	2292677	2292828	True	False	Mix8	stable
chrII	2296166	2296317	True	False	Mix7	stable
chrII	2298925	2299076	True	False	Mix7	stable
chrII	2300953	2301104	True	False	Mix5	stable
chrII	2304709	2304860	True	False	.	.
chrII	2305642	2305793	True	False	I2	stable
chrII	2318111	2318262	True	True	Mix8	I
chrII	2320230	2320381	False	True	stable	I
chrII	2323263	2323414	True	True	I1	I+H [1]
chrII	2328643	2328794	False	False	.	.
chrII	2329338	2329489	True	False	Mix3	stable
chrII	2332348	2332499	True	False	Mix8	stable
chrII	2335057	2335208	True	False	Mix1	stable
chrII	2335730	2335881	True	False	Mix8	stable
chrII	2341132	2341283	True	True	.	.
chrII	2342113	2342264	True	False	Mix4	stable
chrII	2346450	2346601	True	True	.	.
chrII	2351987	2352138	True	False	.	.
chrII	2352580	2352731	True	False	Mix7	stable
chrII	2353174	2353325	True	True	Mix8	I+H [2]
chrII	2365306	2365457	True	False	.	.
chrII	2367205	2367356	True	False	Mix6	stable
chrII	2367495	2367646	True	False	.	.
chrII	2378621	2378772	True	False	.	.
chrII	2380252	2380403	False	False	.	.
chrII	2399909	2400060	True	True	H	Mix1
chrII	2401636	2401787	False	True	.	.
chrII	2402142	2402293	True	True	.	.
chrII	2403780	2403931	False	True	stable	Mix4
chrII	2407987	2408138	True	False	.	.
chrII	2412870	2413021	True	False	Mix8	stable
chrII	2415572	2415723	True	False	I1	stable
chrII	2418041	2418192	True	False	G3	stable
chrII	2419338	2419489	True	False	Mix7	stable
chrII	2420819	2420970	True	False	I2	stable
chrII	2421284	2421435	True	False	I1	stable
chrII	2431967	2432118	True	False	.	.
chrII	2433401	2433552	False	False	.	.
chrII	2434488	2434639	False	False	.	.
chrII	2435676	2435827	True	True	.	.
chrII	2436907	2437058	True	False	.	.
chrII	2438025	2438176	False	False	.	.
chrII	2438311	2438462	True	False	.	.
chrII	2439141	2439292	True	False	.	.
chrII	2440450	2440601	True	True	.	.
chrII	2441820	2441971	True	False	.	.
chrII	2442363	2442514	True	False	Mix3	stable
chrII	2447844	2447995	False	False	.	.
chrII	2451144	2451295	False	False	.	.
chrII	2452581	2452732	True	False	.	.
chrII	2454955	2455106	False	False	stable	stable
chrII	2455636	2455787	True	False	.	.
chrII	2458826	2458977	False	False	.	.
chrII	2459825	2459976	True	False	Mix1	stable
chrII	2479006	2479157	False	False	stable	stable
chrII	2479152	2479303	True	False	Mix7	stable
chrII	2488556	2488707	True	False	Mix5	stable
chrII	2497509	2497660	True	True	.	.
chrII	2502665	2502816	True	False	.	.
chrII	2503807	2503958	False	False	.	.
chrII	2504175	2504326	True	False	.	.
chrII	2504527	2504678	True	False	G3	stable
chrII	2550550	2550701	True	True	.	.
chrII	2556436	2556587	True	False	.	.
chrII	2556752	2556903	True	False	.	.
chrII	2560763	2560914	False	False	.	.
chrII	2562817	2562968	True	False	.	.
chrII	2563159	2563310	True	False	.	.
chrII	2565028	2565179	True	False	G4	stable
chrII	2565938	2566089	True	False	Mix8	stable
chrII	2585520	2585671	False	True	.	.
chrII	2586919	2587070	True	True	I2	Mix3
chrII	2587124	2587275	True	False	.	.
chrII	2587482	2587633	False	True	.	.
chrII	2593413	2593564	True	True	.	.
chrII	2593569	2593720	True	True	.	.
chrII	2606548	2606699	True	False	.	.
chrII	2610026	2610177	True	True	.	.
chrII	2610305	2610456	True	False	I2	stable
chrII	2615024	2615175	False	False	.	.
chrII	2629792	2629943	False	False	.	.
chrII	2637428	2637579	False	False	stable	stable
chrII	2638195	2638346	True	False	Mix8	stable
chrII	2639997	2640148	False	True	stable	I
chrII	2646982	2647133	True	False	Mix1	stable
chrII	2647705	2647856	False	False	.	.
chrII	2648284	2648435	True	False	.	.
chrII	2649148	2649299	True	False	Mix3	stable
chrII	2649665	2649816	False	True	stable	Mix4
chrII	2650210	2650361	False	False	.	.
chrII	2661049	2661200	True	False	.	.
chrII	2675072	2675223	True	False	.	.
chrII	2677656	2677807	True	True	.	.
chrII	2677975	2678126	True	False	Mix7	stable
chrII	2681199	2681350	True	False	.	.
chrII	2681771	2681922	True	False	Mix5	stable
chrII	2682629	2682780	True	False	.	.
chrII	2687066	2687217	True	False	N+M	stable
chrII	2695164	2695315	True	False	N+M	stable
chrII	2695545	2695696	True	False	.	.
chrII	2697508	2697659	True	False	.	.
chrII	2701567	2701718	True	False	.	.
chrII	2705581	2705732	True	False	Mix6	stable
chrII	2707990	2708141	True	False	Mix3	stable
chrII	2715685	2715836	True	False	.	.
chrII	2717357	2717508	False	True	.	.
chrII	2717958	2718109	False	False	.	.
chrII	2718252	2718403	False	True	.	.
chrII	2718512	2718663	True	True	.	.
chrII	2719383	2719534	True	False	.	.
chrII	2720381	2720532	False	False	.	.
chrII	2720991	2721142	False	False	.	.
chrII	2722125	2722276	True	False	.	.
chrII	2726960	2727111	True	False	.	.
chrII	2728546	2728697	True	False	.	.
chrII	2728887	2729038	True	False	.	.
chrII	2729419	2729570	True	False	Mix3	stable
chrII	2734409	2734560	True	False	.	.
chrII	2734857	2735008	True	False	Mix1	stable
chrII	2735343	2735494	True	False	Mix1	stable
chrII	2735816	2735967	True	True	.	.
chrII	2736297	2736448	True	True	.	.
chrII	2737026	2737177	False	False	.	.
chrII	2744913	2745064	True	False	.	.
chrII	2748418	2748569	True	False	N+M	stable
chrII	2750772	2750923	True	False	.	.
chrII	2751290	2751441	True	False	.	.
chrII	2752670	2752821	True	False	G4	stable
chrII	2758636	2758787	True	False	.	.
chrII	2762295	2762446	True	False	.	.
chrII	2764809	2764960	True	True	Mix7	Mix1
chrII	2768907	2769058	True	False	.	.
chrII	2769185	2769336	True	False	Mix2	stable
chrII	2770837	2770988	True	False	Mix7	stable
chrII	2772184	2772335	True	False	.	.
chrII	2773601	2773752	True	False	Mix4	stable
chrII	2774981	2775132	True	False	Mix5	stable
chrII	2775274	2775425	True	False	.	.
chrII	2787236	2787387	True	False	Mix6	stable
chrII	2794433	2794584	False	False	.	.
chrII	2794742	2794893	False	False	.	.
chrII	2795141	2795292	False	False	.	.
chrII	2796171	2796322	False	False	.	.
chrII	2796937	2797088	True	False	.	.
chrII	2800185	2800336	False	True	.	.
chrII	2800949	2801100	False	False	.	.
chrII	2801388	2801539	False	False	stable	stable
chrII	2801878	2802029	False	False	.	.
chrII	2802232	2802383	False	False	stable	stable
chrII	2802522	2802673	False	True	.	.
chrII	2802900	2803051	False	False	.	.
chrII	2803319	2803470	False	False	.	.
chrII	2804348	2804499	False	False	.	.
chrII	2805100	2805251	True	False	.	.
chrII	2805677	2805828	False	True	.	.
chrII	2806620	2806771	False	False	.	.
chrII	2807826	2807977	True	False	Mix7	stable
chrII	2808613	2808764	False	False	.	.
chrII	2808939	2809090	True	False	.	.
chrII	2809474	2809625	False	False	.	.
chrII	2811010	2811161	False	True	.	.
chrII	2815148	2815299	True	False	.	.
chrII	2831296	2831447	True	False	Mix3	stable
chrII	2832232	2832383	False	False	.	.
chrII	2832662	2832813	True	False	.	.
chrII	2834256	2834407	True	False	I1	stable
chrII	2836932	2837083	True	False	Mix7	stable
chrII	2839182	2839333	True	False	Mix7	stable
chrII	2853846	2853997	True	False	.	.
chrII	2854904	2855055	True	False	.	.
chrII	2855645	2855796	False	False	.	.
chrII	2856276	2856427	False	False	.	.
chrII	2857708	2857859	False	False	stable	stable
chrII	2857888	2858039	False	False	.	.
chrII	2858617	2858768	False	False	.	.
chrII	2858952	2859103	False	False	stable	stable
chrII	2859665	2859816	False	False	.	.
chrII	2859981	2860132	False	False	.	.
chrII	2860264	2860415	True	False	.	.
chrII	2860642	2860793	True	False	.	.
chrII	2861010	2861161	True	False	.	.
chrII	2861575	2861726	True	False	.	.
chrII	2861915	2862066	True	False	G4	stable
chrII	2862168	2862319	True	False	.	.
chrII	2863584	2863735	True	False	H	stable
chrII	2865489	2865640	False	False	.	.
chrII	2876237	2876388	True	False	.	.
chrII	2876853	2877004	True	False	.	.
chrII	2877198	2877349	False	False	.	.
chrII	2881235	2881386	True	False	.	.
chrII	2888832	2888983	True	False	.	.
chrII	2889315	2889466	True	False	.	.
chrII	2896920	2897071	True	True	.	.
chrII	2903882	2904033	True	False	.	.
chrII	2913809	2913960	True	False	.	.
chrII	2915822	2915973	True	False	.	.
chrII	2919171	2919322	False	False	stable	stable
chrII	2919417	2919568	True	False	G1	stable
chrII	2919618	2919769	True	False	G1	stable
chrII	2919977	2920128	False	False	.	.
chrII	2920540	2920691	False	False	.	.
chrII	2920897	2921048	True	False	Mix2	stable
chrII	2921335	2921486	True	False	.	.
chrII	2921979	2922130	False	False	.	.
chrII	2922295	2922446	False	False	.	.
chrII	2922499	2922650	True	False	.	.
chrII	2922912	2923063	False	False	.	.
chrII	2923190	2923341	True	True	.	.
chrII	2923762	2923913	True	True	I1	I+H [2]
chrII	2924767	2924918	False	False	.	.
chrII	2925146	2925297	True	False	.	.
chrII	2926619	2926770	False	False	.	.
chrII	2927542	2927693	False	False	stable	stable
chrII	2929983	2930134	False	False	.	.
chrII	2941365	2941516	True	False	.	.
chrII	2942811	2942962	True	False	.	.
chrII	2944367	2944518	True	False	.	.
chrII	2948740	2948891	False	False	.	.
chrII	2955734	2955885	True	False	G1	stable
chrII	2956354	2956505	True	False	.	.
chrII	2962647	2962798	True	False	.	.
chrII	2963550	2963701	True	False	.	.
chrII	2964727	2964878	True	False	.	.
chrII	2965138	2965289	False	False	.	.
chrII	2967193	2967344	False	False	.	.
chrII	2967468	2967619	False	False	.	.
chrII	2967898	2968049	False	False	.	.
chrII	2968502	2968653	True	False	.	.
chrII	2969634	2969785	True	False	.	.
chrII	2970535	2970686	True	False	.	.
chrII	2971538	2971689	True	False	.	.
chrII	2971793	2971944	False	False	stable	stable
chrII	2972943	2973094	True	False	.	.
chrII	2974041	2974192	True	False	.	.
chrII	2975663	2975814	True	False	.	.
chrII	2975971	2976122	True	False	.	.
chrII	2976733	2976884	True	False	.	.
chrII	2977788	2977939	True	False	.	.
chrII	2978010	2978161	True	False	.	.
chrII	2978510	2978661	False	False	.	.
chrII	2986174	2986325	False	True	.	.
chrII	2987180	2987331	False	True	.	.
chrII	2987963	2988114	True	False	Mix2	stable
chrII	2988387	2988538	True	False	.	.
chrII	2988829	2988980	True	False	.	.
chrII	2991813	2991964	False	True	.	.
chrII	2992449	2992600	False	True	.	.
chrII	2992899	2993050	False	True	.	.
chrII	2994801	2994952	True	False	Mix4	stable
chrII	2995141	2995292	True	False	.	.
chrII	2996218	2996369	True	False	.	.
chrII	2996894	2997045	True	False	Mix6	stable
chrII	2997711	2997862	True	True	.	.
chrII	3000680	3000831	True	True	Mix7	I+H [2]
chrII	3001884	3002035	True	False	.	.
chrII	3003940	3004091	True	False	.	.
chrII	3004251	3004402	True	False	.	.
chrII	3005669	3005820	True	False	Mix7	stable
chrII	3008526	3008677	True	False	Mix7	stable
chrII	3014304	3014455	False	False	.	.
chrII	3014589	3014740	True	False	I2	stable
chrII	3015336	3015487	False	False	.	.
chrII	3023687	3023838	True	False	.	.
chrII	3024850	3025001	True	False	.	.
chrII	3028417	3028568	True	False	H	stable
chrII	3029089	3029240	False	True	.	.
chrII	3030281	3030432	False	False	.	.
chrII	3030566	3030717	True	False	.	.
chrII	3031432	3031583	True	True	.	.
chrII	3036429	3036580	False	False	.	.
chrII	3038635	3038786	True	False	Mix8	stable
chrII	3039184	3039335	True	True	.	.
chrII	3040437	3040588	False	False	.	.
chrII	3041331	3041482	True	False	.	.
chrII	3043433	3043584	True	False	H	stable
chrII	3054746	3054897	True	False	Mix6	stable
chrII	3055166	3055317	True	False	.	.
chrII	3055639	3055790	True	False	Mix6	stable
chrII	3056231	3056382	True	False	G1	stable
chrII	3062257	3062408	True	False	.	.
chrII	3064362	3064513	False	False	.	.
chrII	3065213	3065364	False	False	.	.
chrII	3071460	3071611	True	False	.	.
chrII	3077047	3077198	False	False	stable	stable
chrII	3088095	3088246	False	False	.	.
chrII	3089611	3089762	True	False	.	.
chrII	3108176	3108327	True	False	.	.
chrII	3110212	3110363	True	False	.	.
chrII	3111302	3111453	False	False	stable	stable
chrII	3113440	3113591	True	False	.	.
chrII	3114676	3114827	False	False	.	.
chrII	3119024	3119175	True	False	Mix6	stable
chrII	3129141	3129292	True	False	.	.
chrII	3130146	3130297	False	True	.	.
chrII	3183717	3183868	True	False	Mix7	stable
chrII	3187853	3188004	True	False	.	.
chrII	3195868	3196019	True	False	.	.
chrII	3208256	3208407	False	False	stable	stable
chrII	3208783	3208934	False	True	stable	Mix4
chrII	3209351	3209502	True	False	Mix3	stable
chrII	3212133	3212284	False	False	stable	stable
chrII	3219671	3219822	False	False	.	.
chrII	3220838	3220989	False	True	stable	Mix4
chrII	3222765	3222916	True	False	Mix8	stable
chrII	3224629	3224780	False	False	stable	stable
chrII	3225312	3225463	True	False	I2	stable
chrII	3235022	3235173	True	False	Mix7	stable
chrII	3235751	3235902	True	False	.	.
chrII	3240371	3240522	True	False	H	stable
chrII	3241940	3242091	True	False	.	.
chrII	3244159	3244310	True	False	H	stable
chrII	3245242	3245393	False	True	.	.
chrII	3245956	3246107	True	False	I1	stable
chrII	3248130	3248281	True	False	Mix7	stable
chrII	3248516	3248667	True	False	H	stable
chrII	3260802	3260953	True	False	.	.
chrII	3264806	3264957	True	False	.	.
